mechanics,collectible,race,name,faction,text,artist,rarity,attack,cost,health,howToGetGold,inPlayText,flavor,howToGet,type,id,playerClass,elite,durability
['AffectedBySpellPower'],True,,Shadowflame,Neutral,Destroy a friendly minion and deal its Attack damage to all enemy minions.,Dave Kendall,Rare,,4,,,,Start with a powerful minion and stir in Shadowflame and you have a good time!,,Spell,EX1_303,Warlock,,
,True,,Shadowform,,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,Alex Horley Orlandelli,Epic,,3,,,,If a bright light shines on a priest in Shadowform… do they cast a shadow?,,Spell,EX1_625,Priest,,
,,,Shadows of M'uru,,This minion has consumed Divine Shields and has increased Attack and Health.,,Common,,,,,,,,Enchantment,EX1_590e,,,
,True,,Shadowstep,Neutral,Return a friendly minion to your hand. It costs (2) less.,Graven Tung,Common,,0,,,,Rogue dance troops will sometimes Shadowstep away at the end of a performance.  Crowds love it.,,Spell,EX1_144,Rogue,,
,,,Shan'do's Lesson,Neutral,Summon two 2/2 Treants with <b>Taunt</b>.,,,,,,,,,,Spell,EX1_573b,Druid,,
,,,Sharp!,,+2 Attack from Spiteful Smith.,,,,,,,,,,Enchantment,CS2_221e,,,
,,,Sharpened,,+1 Durability.,,,,,,,,,,Enchantment,CS2_146o,,,
['AffectedBySpellPower'],True,,Shield Slam,Neutral,Deal 1 damage to a minion for each Armor you have.,Raymond Swanland,Epic,,1,,,,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",,Spell,EX1_410,Warrior,,
['Taunt'],True,,Shieldbearer,Neutral,<b>Taunt</b>,Carl Critchlow,Common,0,1,4,,,Have you seen the size of the shields in this game??  This is no easy job.,,Minion,EX1_405,,,
['Silence'],True,,Silence,Neutral,<b>Silence</b> a minion.,Zoltan & Gabor,Common,,0,,,,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",,Spell,EX1_332,Priest,,
['Battlecry'],True,,Silver Hand Knight,Alliance,<b>Battlecry:</b> Summon a 2/2 Squire.,Matt Starbuck,Common,4,5,4,,,It's good to be a knight.   Less so to be one's squire.,,Minion,CS2_151,,,
['Divine Shield'],True,,Silvermoon Guardian,Horde,<b>Divine Shield</b>,Phroilan Gardner,Common,3,4,3,,,"The first time they tried to guard Silvermoon against the scourge, it didn’t go so well…",,Minion,EX1_023,,,
,True,,Siphon Soul,Neutral,Destroy a minion. Restore #3 Health to your hero.,Tyler Walpole,Rare,,6,,,,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,,Spell,EX1_309,Warlock,,
,True,,Slam,Neutral,"Deal $2 damage to a minion. If it survives, draw a card.",E.M. Gist,Common,,2,,,,"""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",,Spell,EX1_391,Warrior,,
,,Beast,Snake,Neutral,,,Common,1,0,1,,,,,Minion,EX1_554t,Hunter,,
['Secret'],True,,Snake Trap,Neutral,"<b>Secret:</b> When one of your minions is attacked, summon three 1/1 Snakes.",Bernie Kang,Epic,,2,,,,Why did it have to be snakes?,,Spell,EX1_554,Hunter,,
['Secret'],True,,Snipe,Neutral,"<b>Secret:</b> When your opponent plays a minion, deal $4 damage to it.",Lorenzo Minaca,Common,,2,,,,A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,,Spell,EX1_609,Hunter,,
['Aura'],True,,Sorcerer's Apprentice,Neutral,Your spells cost (1) less.,Alex Horley Orlandelli,Common,3,2,2,,,"Apprentices are great for bossing around.  ""Conjure me some mana buns! And a coffee!  Make that a mana coffee!""",,Minion,EX1_608,Mage,,
,True,,Soul of the Forest,Neutral,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",Markus Erdt,Common,,4,,,,"""Reforestation"" is suddenly a terrifying word.",,Spell,EX1_158,Druid,,
,,,Soul of the Forest,,Deathrattle: Summon a 2/2 Treant.,,,,,,,,,,Enchantment,EX1_158e,Druid,,
['Aura'],True,Pirate,Southsea Captain,,Your other Pirates have +1/+1.,Ken Steacy,Epic,3,3,3,,,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",,Minion,NEW1_027,,,
,True,Pirate,Southsea Deckhand,Alliance,Has <b>Charge</b> while you have a weapon equipped.,Dan Brereton,Common,2,1,1,,,"Pirates are into this new fad called ""Planking"".",,Minion,CS2_146,,,
,,,Spellbender,,,,Epic,1,0,3,,,,,Minion,tt_010a,Mage,,
['Secret'],True,,Spellbender,Neutral,"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target.",Gonzalo Ordonez,Epic,,3,,,,"While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean.",,Spell,tt_010,Mage,,
['Battlecry'],True,,Spellbreaker,Horde,<b>Battlecry:</b> <b>Silence</b> a minion.,Matt Cavotta,Common,4,4,3,,,Spellbreakers can rip enchantments from magic-wielders.  The process is painless and can be performed on an outpatient basis.,,Minion,EX1_048,,,
['Taunt'],,,Spirit Wolf,Neutral,<b>Taunt</b>,,Rare,2,2,3,,,,,Minion,EX1_tk11,Shaman,,
['Enrage'],True,,Spiteful Smith,Horde,<b>Enrage:</b> Your weapon has +2 Attack.,Justin Sweet,Common,4,5,6,,Summoning,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",,Minion,CS2_221,,,
,,,Squire,Alliance,,,Common,2,1,2,,,,,Minion,CS2_152,,,
,,Beast,Squirrel,Neutral,,,Common,1,1,1,,,,,Minion,EX1_tk28,,,
['Battlecry'],True,Beast,Stampeding Kodo,,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,Daren Bader,Rare,3,5,5,,,This Kodo is so big that he can stampede by <i>himself</i>.,,Minion,NEW1_041,,,
,,,Stand Down!,,Attack changed to 1.,,,,,,,,,,Enchantment,EX1_382e,Paladin,,
,,,Starfall,,Deal $2 damage to all enemy minions.,,,,,,,,,,Spell,NEW1_007a,Druid,,
,,,Starfall,,Deal $5 damage to a minion.,,,,,,,,,,Spell,NEW1_007b,Druid,,
,True,,Starfall,,<b>Choose One -</b> Deal $5 damage to a minion; or $2 damage to all enemy minions.,Richard Wright,Rare,,5,,,,Is the sky falling?  Yes.  Yes it is.,,Spell,NEW1_007,Druid,,
,True,,Stormforged Axe,Neutral,<b>Overload:</b> (1),Nate Bowden,Common,2,2,,,,"Yo, that's a nice axe.",,Weapon,EX1_247,Shaman,,3
['Stealth'],True,Beast,Stranglethorn Tiger,Alliance,<b>Stealth</b>,Alex Horley Orlandelli,Common,5,5,5,,,The wonderful thing about tigers is tigers are wonderful things!,,Minion,EX1_028,,,
,,,Strength of the Pack,,Dire Wolf Alpha is granting +1 Attack to this minion.,,,,,,,,,,Enchantment,EX1_162o,,,
,,,Summon a Panther,Neutral,Summon a 3/2 Panther.,,,,,,,,,,Spell,EX1_160a,Druid,,
['Aura'],True,,Summoning Portal,Neutral,"Your minions cost (2) less, but not less than (1).",Tyler Walpole,Common,0,4,4,,Summoning,NOT LESS THAN 1!  Don't get any ideas!,,Minion,EX1_315,Warlock,,
['Battlecry'],True,,Sunfury Protector,Alliance,<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>.,James Ryman,Rare,2,2,3,,,"She carries a shield, but only so she can give it to someone she can stand behind.",,Minion,EX1_058,,,
"['Divine Shield', 'Taunt']",True,,Sunwalker,Alliance,<b>Taunt</b>. <b>Divine Shield</b>,Andrea Uderzo,Rare,4,6,5,,,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,,Minion,EX1_032,,,
,True,,Sword of Justice,Neutral,"Whenever you summon a minion, give it +1/+1 and this loses 1 Durability.",Efrem Palacios,Epic,1,3,,,,I dub you Sir Loin of Beef!,,Weapon,EX1_366,Paladin,,5
['Deathrattle'],True,,Sylvanas Windrunner,,<b>Deathrattle:</b> Take control of a random enemy minion.,Glenn Rane,Legendary,5,6,5,,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",,Minion,EX1_016,,True,
"['Enrage', 'Taunt']",True,,Tauren Warrior,Neutral,<b>Taunt</b>. <b>Enrage:</b> +3 Attack,Paul Warzecha,Common,2,3,3,,,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",,Minion,EX1_390,,,
,,,Teachings of the Kirin Tor,,<b>Spell Damage +1</b>.,,,,,,,,,,Enchantment,EX1_584e,,,
['OneTurnEffect'],,,Tempered,,+2 Attack this turn.,,,,,,,,,,Enchantment,EX1_046e,,,
['Battlecry'],True,,Temple Enforcer,,<b>Battlecry:</b> Give a friendly minion +3 Health.,Daren Bader,Common,6,6,6,,,He also moonlights Thursday nights as a bouncer at the Pig and Whistle Tavern.,,Minion,EX1_623,Priest,,
['Deathrattle'],True,Beast,The Beast,Neutral,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,Glenn Rane,Legendary,9,6,7,,,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,,Minion,EX1_577,,True,
['Battlecry'],True,,The Black Knight,,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,Alex Horley Orlandelli,Legendary,4,6,5,,,He was sent by the Lich King to disrupt the Argent Tournament.   We can pretty much mark that a failure.,,Minion,EX1_002,,True,
,True,,Thoughtsteal,Neutral,Copy 2 cards from your opponent's deck and put them into your hand.,Alex Garner,Common,,3,,,,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",,Spell,EX1_339,Priest,,
['Windfury'],True,,Thrallmar Farseer,Horde,<b>Windfury</b>,Efrem Palacios,Common,2,3,3,,,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",,Minion,EX1_021,,,
['Battlecry'],True,,Tinkmaster Overspark,Alliance,<b>Battlecry:</b> Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,Tom Baxa,Legendary,3,3,3,,,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,,Minion,EX1_083,,True,
"['Deathrattle', 'Divine Shield', 'Taunt']",True,,Tirion Fordring,Neutral,<b>Divine Shield</b>. <b>Taunt</b>. <b>Deathrattle:</b> Equip a 5/3 Ashbringer.,Brom,Legendary,6,8,6,,,"If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.",,Minion,EX1_383,Paladin,True,
,,,Trapped,,Will be <b>Frozen</b> again at the start of the next turn.,,,,,,,,,,Enchantment,EX1_611e,Hunter,,
['Charge'],,,Treant,Neutral,"<b>Charge</b>.  At the end of the turn, destroy this minion.",,Common,2,1,2,,,,,Minion,EX1_tk9,Druid,,
['Taunt'],,,Treant,,<b>Taunt</b>,,,2,1,2,,,,,Minion,EX1_573t,Druid,,
,,,Treant,Neutral,,,,2,1,2,,,,,Minion,EX1_158t,Druid,,
,,,Treasure Crazed,,Increased Attack.,,,,,,,,,,Enchantment,NEW1_018e,,,
['Battlecry'],True,Dragon,Twilight Drake,Neutral,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,Jaemin Kim,Rare,4,4,1,,,Twilight drakes feed on Mystical Energy.  And Tacos.,,Minion,EX1_043,,,
,True,,Twisting Nether,Neutral,Destroy all minions.,Dave Allsop,Epic,,8,,,,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,,Spell,EX1_312,Warlock,,
,True,,Unbound Elemental,Neutral,"Whenever you play a card with <b>Overload</b>, gain +1/+1.",Matt Gaser,Common,2,3,4,,,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",,Minion,EX1_258,Shaman,,
,True,,Unleash the Hounds,,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",Linggar Bramanty,Common,,3,,,,You must read the name of this card out loud each time you play it.,,Spell,EX1_538,Hunter,,
,True,,Upgrade!,Neutral,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",Matt Cavotta,Rare,,1,,,,Easily worth 50 DKP.,,Spell,EX1_409,Warrior,,
,,,Upgraded,,Increased Durability.,,,,,,,,,,Enchantment,EX1_536e,Hunter,,
,,,Upgraded,,+1 Attack and +1 Durability.,,,,,,,,,,Enchantment,EX1_409e,Warrior,,
,,,Uproot,Neutral,+5 Attack.,,,,,,,,,,Spell,EX1_178b,Druid,,
,,,Uprooted,,+5 Attack.,,,,,,,,,,Enchantment,EX1_178be,Druid,,
,,,VanCleef's Vengeance,,This minion has increased Attack and Health.,,,,,,,,,,Enchantment,EX1_613e,Rogue,,
['Secret'],True,,Vaporize,Neutral,"<b>Secret:</b> When a minion attacks your hero, destroy it.",Raymond Swanland,Rare,,3,,,,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,,Spell,EX1_594,Mage,,
['Aura'],True,,Venture Co. Mercenary,Horde,Your minions cost (3) more.,John Polidora,Common,7,5,6,,Power,No Job is too big.  No fee is too big.,,Minion,CS2_227,,,
,,,Violet Apprentice,,,,,1,0,1,,,,,Minion,NEW1_026t,,,
,True,,Violet Teacher,,"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",James Ryman,Rare,3,4,5,,,"If you don't pay attention, you may be turned into a pig.  And then you get your name on the board.",,Minion,NEW1_026,,,
['Battlecry'],True,Demon,Void Terror,,<b>Battlecry:</b> Destroy the minions on either side of this minion and gain their Attack and Health.,Alexander Alexandrov,Rare,3,3,3,,,"If you put this into your deck, you WILL lose the trust of your other minions.",,Minion,EX1_304,Warlock,,
,,,Warded,,Increased Attack.,,,,,,,,,,Enchantment,EX1_001e,,,
,,,Well Fed,,Increased Attack and Health.,,,,,,,,,,Enchantment,EX1_531e,Hunter,,
,,Dragon,Whelp,Neutral,,,,1,1,1,,,,,Minion,ds1_whelptoken,,,
,,Dragon,Whelp,,,,,1,1,1,,,,,Minion,EX1_116t,,,
,,,Whipped Into Shape,,+2 Attack.,,,,,,,,,,Enchantment,EX1_603e,Warrior,,
,True,,Wild Pyromancer,,"After you cast a spell, deal 1 damage to ALL minions.",Alex Horley Orlandelli,Rare,3,2,2,,,BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!,,Minion,NEW1_020,,,
['Windfury'],True,,Windfury Harpy,Alliance,<b>Windfury</b>,Luke Mancini,Common,4,6,5,,,Harpies are not pleasant sounding.  That's the nicest I can put it.,,Minion,EX1_033,,,
,True,,Wisp,Neutral,,Malcolm Davis,Common,1,0,1,,,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",,Minion,CS2_231,,,
['Stealth'],True,,Worgen Infiltrator,Alliance,<b>Stealth</b>,Raymond Swanland,Common,2,1,1,,,"If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""",,Minion,EX1_010,,,
,,Demon,Worthless Imp,,<i>You are out of demons! At least there are always imps...</i>,,Common,1,1,1,,,,,Minion,EX1_317t,Warlock,,
,,,Wrath,Neutral,Deal $1 damage to a minion. Draw a card.,,,,,,,,,,Spell,EX1_154b,Druid,,
,,,Wrath,Neutral,Deal $3 damage to a minion.,,,,,,,,,,Spell,EX1_154a,Druid,,
,True,,Wrath,Neutral,<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card.,Raymond Swanland,Common,,2,,,,The talk around the Ratchet Inn is that this card is too good and should be a Legendary.,,Spell,EX1_154,Druid,,
,,,Yarrr!,,Southsea Captain is granting +1/+1.,,,,,,,,,,Enchantment,NEW1_027e,,,
['Windfury'],True,Beast,Young Dragonhawk,Horde,<b>Windfury</b>,Greg Hildebrandt,Common,1,1,1,,,They were the inspiration for the championship Taurenball team: The Dragonhawks.,,Minion,CS2_169,,,
,True,,Young Priestess,,"At the end of your turn, give another random friendly minion +1 Health.",Vance Kovacs,Rare,2,1,1,,,She can't wait to learn Power Word: Fortitude Rank 2.,,Minion,EX1_004,,,
['Battlecry'],True,,Youthful Brewmaster,Alliance,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,Wei Wang,Common,3,2,2,,,His youthful enthusiasm doesn’t always equal excellence in his brews.   Don’t drink the Mogu Stout!,,Minion,EX1_049,,,
,True,Dragon,Ysera,Neutral,"At the end of your turn, draw a Dream Card.",Gabor Szikszai,Legendary,4,9,12,,,"Ysera rules the Emerald Dream.  Which is some kind of green-mirror-version of the real world, or something?",,Minion,EX1_572,,True,
,,,Ysera Awakens,,Deal $5 damage to all characters except Ysera.,,,,2,,,,,,Spell,DREAM_02,Dream,,
